50, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
36, State-gov,14, Never-married, Prof-specialty, White, Female, United-States, <=50K
31, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
23, Local-gov,13, Never-married, Prof-specialty, Amer-Indian-Eskimo, Male, United-States, <=50K
35, Private,10, Never-married, Prof-specialty, Black, Female, United-States, <=50K
37, Local-gov,13, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
35, State-gov,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
18, Private,7, Never-married, Transport-moving, White, Male, United-States, <=50K
43, Private,5, Divorced, Handlers-cleaners, White, Female, United-States, <=50K
53, State-gov,9, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
54, Local-gov,10, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
29, Private,9, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
46, Private,12, Never-married, Adm-clerical, White, Female, Cuba, <=50K
24, Private,10, Never-married, Handlers-cleaners, Asian-Pac-Islander, Male, United-States, <=50K
30, Private,10, Separated, Other-service, Asian-Pac-Islander, Female, United-States, <=50K
23, Private,10, Never-married, Priv-house-serv, White, Female, United-States, <=50K
27, ?,13, Married-civ-spouse, ?, Other, Female, Mexico, <=50K
36, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
38, Self-emp-not-inc,13, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
33, Private,14, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
66, Private,10, Married-civ-spouse, Protective-serv, White, Male, Canada, <=50K
45, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
68, ?,9, Widowed, ?, White, Female, United-States, <=50K
37, Private,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
17, Private,6, Never-married, Other-service, White, Female, United-States, <=50K
31, Private,9, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo, Male, United-States, >50K
46, Private,13, Never-married, Exec-managerial, White, Male, United-States, >50K
40, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
34, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
56, Private,6, Divorced, Craft-repair, White, Male, United-States, <=50K
42, Private,10, Separated, Adm-clerical, Black, Female, United-States, <=50K
46, Private,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
30, Private,9, Separated, Craft-repair, White, Male, United-States, <=50K
33, Self-emp-not-inc,13, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
47, Private,9, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
57, Self-emp-not-inc,12, Married-spouse-absent, Farming-fishing, Amer-Indian-Eskimo, Male, United-States, <=50K
34, Private,7, Divorced, Craft-repair, White, Male, United-States, <=50K
40, Private,9, Divorced, Craft-repair, White, Male, United-States, <=50K
33, Private,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
22, Private,9, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
29, Private,8, Never-married, Other-service, Black, Female, ?, <=50K
53, Federal-gov,9, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
36, Private,9, Separated, Adm-clerical, Asian-Pac-Islander, Female, Philippines, <=50K
45, Private,9, Divorced, Craft-repair, Asian-Pac-Islander, Male, United-States, >50K
36, Private,10, Divorced, Sales, White, Female, United-States, <=50K
18, Self-emp-not-inc,9, Never-married, Farming-fishing, White, Male, United-States, <=50K
27, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
30, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
34, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
36, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
36, Self-emp-not-inc,4, Never-married, Farming-fishing, White, Male, United-States, <=50K
48, Private,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
41, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
21, Private,3, Never-married, Priv-house-serv, White, Female, Mexico, <=50K
47, State-gov,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
41, Private,2, Married-civ-spouse, Farming-fishing, White, Male, Mexico, <=50K
61, Self-emp-not-inc,2, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
64, Private,4, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
35, Private,10, Separated, Adm-clerical, Black, Male, United-States, <=50K
44, Private,9, Divorced, Transport-moving, White, Male, United-States, <=50K
20, Private,10, Never-married, Sales, White, Female, United-States, <=50K
23, Local-gov,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
52, Private,6, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
43, Private,14, Never-married, Exec-managerial, White, Female, United-States, <=50K
32, Private,13, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander, Male, United-States, <=50K
63, Private,13, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, South, <=50K
29, Private,10, Never-married, Other-service, White, Female, United-States, >50K
42, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, Taiwan, <=50K
65, Private,6, Divorced, Handlers-cleaners, White, Female, United-States, <=50K
24, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
42, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
35, Private,9, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
40, Self-emp-inc,13, Married-civ-spouse, Sales, White, Male, ?, >50K
38, Federal-gov,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
26, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
46, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
39, Private,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
29, ?,13, Married-spouse-absent, ?, White, Male, United-States, <=50K
42, Private,16, Never-married, Prof-specialty, White, Male, United-States, >50K
36, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
26, Private,10, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
57, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
55, Private,9, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
35, Private,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
41, Private,9, Separated, Adm-clerical, Black, Female, ?, <=50K
24, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
47, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
34, Self-emp-inc,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
44, Private,13, Married-civ-spouse, Exec-managerial, Black, Male, United-States, >50K
18, ?,9, Never-married, ?, White, Female, United-States, <=50K
27, Private,13, Never-married, Adm-clerical, White, Male, United-States, <=50K
36, Private,13, Never-married, Adm-clerical, White, Female, United-States, <=50K
21, Private,13, Never-married, Sales, White, Male, United-States, <=50K
29, Private,9, Married-civ-spouse, Transport-moving, Other, Male, United-States, <=50K
25, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
73, Private,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
45, Private,11, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
28, Private,13, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
43, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
47, Private,9, Divorced, Craft-repair, White, Male, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
22, Private,10, Never-married, Transport-moving, White, Male, United-States, <=50K
76, Self-emp-not-inc,4, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
24, Private,10, Never-married, Transport-moving, Black, Male, United-States, <=50K
54, Self-emp-not-inc,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
30, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
33, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
30, Private,10, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
40, Private,12, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
27, ?,10, Divorced, ?, White, Male, United-States, <=50K
49, Private,11, Divorced, Sales, White, Female, United-States, <=50K
30, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
22, Private,9, Never-married, Adm-clerical, Other, Female, United-States, <=50K
19, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
46, Private,9, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
51, Private,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
56, Private,4, Widowed, Machine-op-inspct, Other, Female, Dominican-Republic, <=50K
53, Private,10, Widowed, Sales, White, Female, United-States, <=50K
60, ?,11, Widowed, ?, White, Female, United-States, <=50K
27, Private,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
46, Private,10, Never-married, Exec-managerial, White, Female, United-States, <=50K
37, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
41, Private,13, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, Vietnam, <=50K
65, ?,11, Married-civ-spouse, ?, White, Male, United-States, >50K
30, Self-emp-not-inc,10, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
57, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
44, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
32, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
27, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
57, Local-gov,10, Widowed, Adm-clerical, White, Female, Mexico, <=50K
59, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
32, Private,15, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, United-States, >50K
90, ?,9, Widowed, ?, White, Female, United-States, <=50K
22, Private,13, Never-married, Exec-managerial, White, Female, United-States, <=50K
39, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
43, Private,11, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
38, Local-gov,13, Married-civ-spouse, Exec-managerial, Black, Male, United-States, >50K
61, Private,5, Divorced, Sales, White, Male, United-States, <=50K
24, Private,10, Never-married, Sales, White, Male, United-States, <=50K
25, Private,10, Never-married, Sales, White, Male, United-States, <=50K
44, Private,11, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
55, Local-gov,9, Divorced, Adm-clerical, White, Female, United-States, >50K
90, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
30, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
44, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
36, Private,6, Divorced, Craft-repair, Black, Male, United-States, <=50K
63, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
60, Private,3, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
34, Self-emp-not-inc,15, Never-married, Prof-specialty, White, Female, United-States, >50K
49, Self-emp-not-inc,7, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
47, Private,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
42, Self-emp-inc,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
53, Private,3, Married-civ-spouse, Craft-repair, White, Male, Italy, <=50K
23, Private,10, Never-married, Tech-support, White, Female, United-States, <=50K
28, ?,11, Separated, ?, White, Female, Mexico, <=50K
20, Private,10, Married-civ-spouse, Sales, Black, Male, United-States, <=50K
43, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
32, Private,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
43, Private,13, Divorced, Sales, White, Male, United-States, >50K
31, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
29, ?,9, Married-civ-spouse, ?, White, Female, United-States, <=50K
24, Private,10, Never-married, Adm-clerical, Asian-Pac-Islander, Male, United-States, <=50K
39, Private,11, Separated, Adm-clerical, Asian-Pac-Islander, Male, United-States, <=50K
29, Private,10, Married-civ-spouse, Craft-repair, Black, Male, Jamaica, >50K
20, Private,3, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
23, ?,10, Never-married, ?, White, Male, United-States, <=50K
42, Private,7, Separated, Other-service, White, Female, United-States, <=50K
53, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
20, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
58, Self-emp-not-inc,2, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
51, Self-emp-not-inc,9, Divorced, Sales, White, Male, United-States, <=50K
25, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
38, Private,12, Never-married, Prof-specialty, White, Female, United-States, <=50K
